Region ,Market,Maize (Min Price),Maize (Max Price),Date
Tanga,Tanga,"110,000","110,000","22nd September, 2023"
Tabora,Tabora,"98,000","102,000","22nd September, 2023"
Kagera,Bukoba,"105,000","110,000","22nd September, 2023"
Mara,Musoma,"97,000","97,000","22nd September, 2023"
Manyara,Manyara,"95,000","114,000","22nd September, 2023"
Mbeya,Mbeya,"75,000","75,000","22nd September, 2023"
Ruvuma,Songea,"62,000","62,000","22nd September, 2023"
Shinyanga,Shinyanga,"95,000","110,000","22nd September, 2023"
Dar es saalam,Ilala,"100,000","100,000","22nd September, 2023"
Mwanza,Mwanza,"105,000","120,000","22nd September, 2023"
Sumbawanga,Sumbawanga,"70,000","75,000","22nd September, 2023"
Kilimanjaro,Moshi,"105,000","105,000","20th September, 2023"
Singida,Singida,"85,000","85,000","20th September, 2023"
Arusha,Arusha,"83,000","84,000","20th September, 2023"
Dodoma,Majengo,"125,000","130,000","20th September, 2023"
Morogoro,Morogoro,"82,000","86,000","20th September, 2023"
Mtwara,Mtwara DC,"70,000","70,000","20th September, 2023"
Iringa,Iringa,"70,000","80,000","20th September, 2023"
Tanga,Tanga,"110,000","110,000","20th September, 2023"
Tabora,Tabora,"98,000","102,000","20th September, 2023"
Kagera,Bukoba,"105,000","110,000","20th September, 2023"
Mara,Musoma,"95,000","95,000","20th September, 2023"
Manyara,Manyara,"95,000","114,000","20th September, 2023"
Mbeya,Mbeya,"75,000","75,000","20th September, 2023"
Ruvuma,Songea,"83,000","90,000","20th September, 2023"
Shinyanga,Shinyanga,"95,000","110,000","20th September, 2023"
Dar es saalam,Ilala,"100,000","100,000","20th September, 2023"
Mwanza,Mwanza,"105,000","120,000","20th September, 2023"
Sumbawanga,Sumbawanga,"75,000","85,000","20th September, 2023"
Kilimanjaro,moshi,"105,000","105,000",28th August 2023
Singida,Singida,"85,000","90,000",28th August 2023
Arusha,Arusha,"95,000","96,000",28th August 2023
Dodoma,Majengo,"110,000","130,000",28th August 2023
Dodoma,Kibaigwa,"100,000","120,000",28th August 2023
Morogoro,Morogoro,"82,000","86,000",28th August 2023
Mtwara,Mtwara DC,"70,000","100,000",28th August 2023
Iringa,Iringa,"70,000","80,000",28th August 2023
Tanga,Tanga,"120,000","120,000",28th August 2023
Tabora,Tabora,"98,000","102,000",28th August 2023
Kagera,Bukoba,"110,000","113,000",28th August 2023
Mara,Musoma,"100,000","100,000",28th August 2023
Manyara,Manyara,"105,000","110,000",28th August 2023
Mbeya,mbeya,"75,000","75,000",28th August 2023
Ruvuma,Songea,"80,000","90,000",28th August 2023
Shinyanga,Shinyanga,"90,000","100,000",28th August 2023
Dar es saalam,ilala,"100,000","100,000",28th August 2023
Mwanza,Mwanza,"110,000","125,000",28th August 2023
Sumbawanga,Sumbawanga,"75,000","85,000",28th August 2023
Kilimanjaro,moshi,"105,000","105,000",30th August 2023
Singida,Singida,"85,000","90,000",30th August 2023
Arusha,Arusha,"90,000","93,000",30th August 2023
Dodoma,Majengo,"110,000","130,000",30th August 2023
Dodoma,Kibaigwa,"100,000","120,000",30th August 2023
Morogoro,Morogoro,"82,000","86,000",30th August 2023
Mtwara,Mtwara DC,"90,000","100,000",30th August 2023
Iringa,Iringa,"70,000","80,000",30th August 2023
Tanga,Tanga,"85,000","90,000",30th August 2023
Tabora,Tabora,"98,000","102,000",30th August 2023
Kagera,Bukoba,"110,000","113,000",30th August 2023
Mara,Musoma,"95,000","95,000",30th August 2023
Manyara,Manyara,"105,000","110,000",30th August 2023
Mbeya,mbeya,"75,000","75,000",30th August 2023
Ruvuma,Songea,"80,000","90,000",30th August 2023
Shinyanga,Shinyanga,"90,000","100,000",30th August 2023
Dar es saalam,ilala,"100,000","100,000",30th August 2023
Mwanza,Mwanza,"120,000","125,000",30th August 2023
Sumbawanga,Sumbawanga,"75,000","85,000",30th August 2023
Kilimanjaro,Moshi,"105,000","105,000","27th September, 2023"
Singida,Singida,"75,000","85,000","27th September, 2023"
Arusha,Arusha,"83,000","84,000","27th September, 2023"
Dodoma,Majengo,"125,000","133,000","27th September, 2023"
Morogoro,Morogoro,"82,000","86,000","27th September, 2023"
Mtwara,Mtwara DC,"100,000","100,000","27th September, 2023"
Iringa,Iringa,"70,000","80,000","27th September, 2023"
Tanga,Tanga,"130,000","130,000","27th September, 2023"
Tabora,Tabora,"98,000","102,000","27th September, 2023"
Kagera,Bukoba,"105,000","108,000","27th September, 2023"
Mara,Musoma,"97,000","97,000","27th September, 2023"
Manyara,Manyara,"95,000","114,000","27th September, 2023"
Mbeya,Mbeya,"75,000","75,000","27th September, 2023"
Ruvuma,Songea,"62,000","62,000","27th September, 2023"
Shinyanga,Shinyanga,"95,000","110,000","27th September, 2023"
Dar es saalam,Ilala,"100,000","100,000","27th September, 2023"
Mwanza,Mwanza,"125,000","125,000","27th September, 2023"
Sumbawanga,Sumbawanga,"70,000","75,000","27th September, 2023"
Kilimanjaro,Moshi,"105,000","105,000","02nd October, 2023"
Singida,Singida,"75,000","85,000","02nd October, 2023"
Arusha,Arusha,"80,000","82,000","02nd October, 2023"
Dodoma,Majengo,"77,000","98,000","02nd October, 2023"
Morogoro,Morogoro,"76,000","79,000","02nd October, 2023"
Mtwara,Mtwara DC,"70,000","70,000","02nd October, 2023"
Iringa,Iringa,"70,000","80,000","02nd October, 2023"
Tanga,Tanga,"100,000","100,000","02nd October, 2023"
Tabora,Tabora,"98,000","102,000","02nd October, 2023"
Kagera,Bukoba,"105,000","110,000","02nd October, 2023"
Mara,Musoma,"97,000","97,000","02nd October, 2023"
Manyara,Manyara,"95,000","114,000","02nd October, 2023"
Mbeya,Mbeya,"75,000","75,000","02nd October, 2023"
Ruvuma,Songea,"68,000","68,000","02nd October, 2023"
Shinyanga,Shinyanga,"95,000","110,000","02nd October, 2023"
Dar es saalam,Ilala,"100,000","100,000","02nd October, 2023"
Mwanza,Mwanza,"105,000","120,000","02nd October, 2023"
Sumbawanga,Sumbawanga,"70,000","72,000","02nd October, 2023"
Kilimanjaro,Moshi,"105,000","105,000","04th October, 2023"
Singida,Singida,"75,000","85,000","04th October, 2023"
Arusha,Arusha,"80,000","82,000","04th October, 2023"
Dodoma,Majengo,"77,000","98,000","04th October, 2023"
Morogoro,Morogoro,"75,781","78,125","04th October, 2023"
Mtwara,Mtwara DC,"70,000","70,000","04th October, 2023"
Iringa,Iringa,"70,000","80,000","04th October, 2023"
Tanga,Tanga,"100,000","100,000","04th October, 2023"
Tabora,Tabora,"98,000","102,000","04th October, 2023"
Kagera,Bukoba,"105,000","110,000","04th October, 2023"
Mara,Musoma,"97,000","97,000","04th October, 2023"
Manyara,Manyara,"95,000","114,000","04th October, 2023"
Mbeya,Mbeya,"75,000","75,000","04th October, 2023"
Ruvuma,Songea,"68,000","68,000","04th October, 2023"
Shinyanga,Shinyanga,"95,000","110,000","04th October, 2023"
Dar es saalam,Ilala,"100,000","100,000","04th October, 2023"
Mwanza,Mwanza,"105,000","120,000","04th October, 2023"
Sumbawanga,Sumbawanga,"70,000","72,000","04th October, 2023"
Kilimanjaro,Moshi,"105,000","105,000","06th October, 2023"
Singida,Singida,"75,000","85,000","06th October, 2023"
Arusha,Arusha,"80,000","81,000","06th October, 2023"
Dodoma,Majengo,"77,000","98,000","06th October, 2023"
Morogoro,Morogoro,"75,000","78,000","06th October, 2023"
Mtwara,Mtwara DC,"70,000","70,000","06th October, 2023"
Iringa,Iringa,"70,000","80,000","06th October, 2023"
Tanga,Tanga,"110,000","110,000","06th October, 2023"
Tabora,Tabora,"98,000","102,000","06th October, 2023"
Kagera,Bukoba,"110,000","112,000","06th October, 2023"
Mara,Musoma,"97,000","97,000","06th October, 2023"
Manyara,Manyara,"95,000","114,000","06th October, 2023"
Mbeya,Mbeya,"75,000","75,000","06th October, 2023"
Ruvuma,Songea,"68,000","68,000","06th October, 2023"
Shinyanga,Shinyanga,"95,000","110,000","06th October, 2023"
Dar es saalam,Ilala,"100,000","100,000","06th October, 2023"
Mwanza,Mwanza,"105,000","120,000","06th October, 2023"
Sumbawanga,Sumbawanga,"70,000","72,000","06th October, 2023"
Kilimanjaro,Moshi,"105,000","105,000","09th October, 2023"
Singida,Singida,"75,000","85,000","09th October, 2023"
Arusha,Arusha,"80,000","81,000","09th October, 2023"
Dodoma,Majengo,"76,000","98,000","09th October, 2023"
Morogoro,Morogoro,"76,000","78,000","09th October, 2023"
Mtwara,Mtwara DC,"70,000","70,000","09th October, 2023"
Iringa,Iringa,"70,000","80,000","09th October, 2023"
Tanga,Tanga,"110,000","110,000","09th October, 2023"
Tabora,Tabora,"98,000","102,000","09th October, 2023"
Kagera,Bukoba,"105,000","110,000","09th October, 2023"
Mara,Musoma,"97,000","97,000","09th October, 2023"
Manyara,Manyara,"95,000","114,000","09th October, 2023"
Mbeya,Mbeya,"75,000","75,000","09th October, 2023"
Ruvuma,Songea,"68,000","72,000","09th October, 2023"
Shinyanga,Shinyanga,"95,000","110,000","09th October, 2023"
Dar es saalam,Ilala,"100,000","100,000","09th October, 2023"
Mwanza,Mwanza,"105,000","120,000","09th October, 2023"
Sumbawanga,Sumbawanga,"70,000","72,000","09th October, 2023"
Kilimanjaro,Moshi,"90,000","95,000","23rd October, 2023"
Singida,Singida,"75,000","80,000","23rd October, 2023"
Arusha,Arusha,"74,000","76,000","23rd October, 2023"
Dodoma,Majengo,"68,000","80,000","23rd October, 2023"
Morogoro,Morogoro,"75,800","78,200","23rd October, 2023"
Mtwara,Mtwara Dc,"75,000","90,000","23rd October, 2023"
Iringa,Iringa,"80,000","80,000","23rd October, 2023"
Tanga,Tanga,"110,000","110,000","23rd October, 2023"
Tabora,Tabora,"94,000","98,000","23rd October, 2023"
Kagera,Bukoba,"100,000","105,000","23rd October, 2023"
Mara,Musoma,"98,000","98,000","23rd October, 2023"
Manyara,Manyara,"90,000","114,000","23rd October, 2023"
Mbeya,Mbeya,"80,000","80,000","23rd October, 2023"
Ruvuma,Songea,"60,000","65,000","23rd October, 2023"
Shinyanga,Shinyanga,"95,000","110,000","23rd October, 2023"
Dar es saalam,Ilala,"100,000","100,000","23rd October, 2023"
Mwanza,Mwanza,"100,000","115,000","23rd October, 2023"
Sumbawanga,Sumbawanga,"70,000","75,000","23rd October, 2023"
Kilimanjaro,Moshi,"105,000","105,000","20th October, 2023"
Singida,Singida,"75,000","80,000","20th October, 2023"
Arusha,Arusha,"74,000","76,000","20th October, 2023"
Dodoma,Majengo,"65,000","85,000","20th October, 2023"
Morogoro,Morogoro,"75,800","78,200","20th October, 2023"
Mtwara,Mtwara Dc,"75,000","90,000","20th October, 2023"
Iringa,Iringa,"70,000","80,000","20th October, 2023"
Tanga,Tanga,"100,000","100,000","20th October, 2023"
Tabora,Tabora,"98,000","102,000","20th October, 2023"
Kagera,Bukoba,"108,000","112,000","20th October, 2023"
Mara,Musoma,"98,000","98,000","20th October, 2023"
Manyara,Manyara,"95,000","114,000","20th October, 2023"
Mbeya,Mbeya,"80,000","80,000","20th October, 2023"
Ruvuma,Songea,"60,000","65,000","20th October, 2023"
Shinyanga,Shinyanga,"95,000","110,000","20th October, 2023"
Dar es saalam,Ilala,"100,000","100,000","20th October, 2023"
Mwanza,Mwanza,"100,000","115,000","20th October, 2023"
Sumbawanga,Sumbawanga,"68,000","72,000","20th October, 2023"
Kilimanjaro,Moshi,"90,000","95,000","25th October, 2023"
Singida,Singida,"75,000","80,000","25th October, 2023"
Arusha,Arusha,"74,000","76,000","25th October, 2023"
Dodoma,Majengo,"68,000","80,000","25th October, 2023"
Morogoro,Morogoro,"75,800","78,200","25th October, 2023"
Mtwara,Mtwara Dc,"75,000","90,000","25th October, 2023"
Iringa,Iringa,"80,000","80,000","25th October, 2023"
Tanga,Tanga,"110,000","110,000","25th October, 2023"
Tabora,Tabora,"94,000","98,000","25th October, 2023"
Kagera,Bukoba,"100,000","105,000","25th October, 2023"
Mara,Musoma,"98,000","98,000","25th October, 2023"
Manyara,Manyara,"90,000","114,000","25th October, 2023"
Mbeya,Mbeya,"80,000","80,000","25th October, 2023"
Ruvuma,Songea,"60,000","65,000","25th October, 2023"
Shinyanga,Shinyanga,"95,000","110,000","25th October, 2023"
Dar es saalam,Ilala,"100,000","100,000","25th October, 2023"
Mwanza,Mwanza,"100,000","105,000","25th October, 2023"
Sumbawanga,Sumbawanga,"70,000","75,000","25th October, 2023"
Kilimanjaro,Moshi,"90,000","95,000","30 October, 2023"
Singida,Singida,"75,000","80,000","30 October, 2023"
Arusha,Arusha,"74,000","76,000","30 October, 2023"
Dodoma,Majengo,"67,000","72,000","30 October, 2023"
Morogoro,Morogoro,"75,800","78,200","30 October, 2023"
Mtwara,Mtwara Dc,"75,000","90,000","30 October, 2023"
Iringa,Iringa,"70,000","80,000","30 October, 2023"
Tanga,Tanga,"110,000","110,000","30 October, 2023"
Tabora,Tabora,"94,000","98,000","30 October, 2023"
Kagera,Bukoba,"100,000","105,000","30 October, 2023"
Mara,Musoma,"98,000","98,000","30 October, 2023"
Manyara,Manyara,"90,000","114,000","30 October, 2023"
Mbeya,Mbeya,"80,000","80,000","30 October, 2023"
Ruvuma,Songea,"60,000","65,000","30 October, 2023"
Shinyanga,Shinyanga,"110,000","110,000","30 October, 2023"
Dar es saalam,Ilala,"100,000","100,000","30 October, 2023"
Mwanza,Mwanza,"102,000","110,000","30 October, 2023"
Sumbawanga,Sumbawanga,"70,000","75,000","30 October, 2023"
Kilimanjaro,Moshi,"90,000","95,000","30 October, 2023"
Singida,Singida,"75,000","80,000","30 October, 2023"
Arusha,Arusha,"74,000","76,000","30 October, 2023"
Dodoma,Majengo,"67,000","72,000","30 October, 2023"
Morogoro,Morogoro,"75,800","78,200","30 October, 2023"
Mtwara,Mtwara Dc,"75,000","90,000","30 October, 2023"
Iringa,Iringa,"70,000","80,000","30 October, 2023"
Tanga,Tanga,"110,000","110,000","30 October, 2023"
Tabora,Tabora,"94,000","98,000","30 October, 2023"
Kagera,Bukoba,"100,000","105,000","30 October, 2023"
Mara,Musoma,"98,000","98,000","30 October, 2023"
Manyara,Manyara,"90,000","114,000","30 October, 2023"
Mbeya,Mbeya,"80,000","80,000","30 October, 2023"
Ruvuma,Songea,"60,000","65,000","30 October, 2023"
Shinyanga,Shinyanga,"110,000","110,000","30 October, 2023"
Dar es saalam,Ilala,"100,000","100,000","30 October, 2023"
Mwanza,Mwanza,"102,000","110,000","30 October, 2023"
Sumbawanga,Sumbawanga,"70,000","75,000","30 October, 2023"
Kilimanjaro,Moshi,"90,000","95,000","03rd November, 2023"
Singida,Singida,"75,000","80,000","03rd November, 2023"
Arusha,Arusha,"74,000","76,000","03rd November, 2023"
Dodoma,Majengo,"67,000","75,000","03rd November, 2023"
Morogoro,Morogoro,"75,800","78,200","03rd November, 2023"
Mtwara,Mtwara Dc,"85,000","90,000","03rd November, 2023"
Iringa,Iringa,"70,000","80,000","03rd November, 2023"
Tanga,Tanga,"100,000","100,000","03rd November, 2023"
Tabora,Tabora,"90,000","95,000","03rd November, 2023"
Kagera,Bukoba,"100,000","105,000","03rd November, 2023"
Mara,Musoma,"98,000","98,000","03rd November, 2023"
Manyara,Manyara,"85,000","85,000","03rd November, 2023"
Mbeya,Mbeya,"80,000","80,000","03rd November, 2023"
Ruvuma,Songea,"62,000","65,000","03rd November, 2023"
Shinyanga,Shinyanga,"110,000","110,000","03rd November, 2023"
Dar es saalam,Ilala,"100,000","100,000","03rd November, 2023"
Mwanza,Mwanza,"102,000","110,000","03rd November, 2023"
Sumbawanga,Sumbawanga,"70,000","75,000","03rd November, 2023"
Kilimanjaro,Moshi,"90,000","95,000","08th November, 2023"
Singida,Singida,"67,000","70,000","08th November, 2023"
Arusha,Arusha,"74,000","75,000","08th November, 2023"
Dodoma,Majengo,"68,000","75,000","08th November, 2023"
Morogoro,Morogoro,"75,800","78,200","08th November, 2023"
Mtwara,Mtwara Dc,"85,000","90,000","08th November, 2023"
Iringa,Iringa,"70,000","80,000","08th November, 2023"
Tanga,Tanga,"110,000","110,000","08th November, 2023"
Tabora,Tabora,"90,000","95,000","08th November, 2023"
Kagera,Bukoba,"100,000","105,000","08th November, 2023"
Mara,Musoma,"98,000","98,000","08th November, 2023"
Manyara,Manyara,"85,000","108,000","08th November, 2023"
Mbeya,Mbeya,"80,000","80,000","08th November, 2023"
Ruvuma,Songea,"62,000","65,000","08th November, 2023"
Shinyanga,Shinyanga,"110,000","120,000","08th November, 2023"
Dar es saalam,Ilala,"100,000","100,000","08th November, 2023"
Mwanza,Mwanza,"102,000","110,000","08th November, 2023"
Sumbawanga,Sumbawanga,"65,000","75,000","08th November, 2023"
Kilimanjaro,Moshi,"90,000","95,000","10th November, 2023"
Singida,Singida,"67,000","70,000","10th November, 2023"
Arusha,Arusha,"74,000","75,000","10th November, 2023"
Dodoma,Majengo,"68,000","75,000","10th November, 2023"
Morogoro,Morogoro,"75,800","78,200","10th November, 2023"
Mtwara,Mtwara Dc,"85,000","90,000","10th November, 2023"
Iringa,Iringa,"70,000","80,000","10th November, 2023"
Tanga,Tanga,"130,000","130,000","10th November, 2023"
Tabora,Tabora,"90,000","95,000","10th November, 2023"
Kagera,Bukoba,"100,000","105,000","10th November, 2023"
Mara,Musoma,"98,000","98,000","10th November, 2023"
Manyara,Manyara,"85,000","108,000","10th November, 2023"
Mbeya,Mbeya,"80,000","80,000","10th November, 2023"
Ruvuma,Songea,"62,000","68,000","10th November, 2023"
Shinyanga,Shinyanga,"110,000","120,000","10th November, 2023"
Dar es saalam,Ilala,"100,000","100,000","10th November, 2023"
Mwanza,Mwanza,"102,000","110,000","10th November, 2023"
Sumbawanga,Sumbawanga,"65,000","75,000","10th November, 2023"
Kilimanjaro,Moshi,"90,000","95,000","13th November, 2023"
Singida,Singida,"67,000","70,000","13th November, 2023"
Arusha,Arusha,"74,000","75,000","13th November, 2023"
Dodoma,Majengo,"68,000","75,000","13th November, 2023"
Morogoro,Morogoro,"75,800","78,200","13th November, 2023"
Mtwara,Mtwara Dc,"85,000","90,000","13th November, 2023"
Iringa,Iringa,"70,000","80,000","13th November, 2023"
Tanga,Tanga,"130,000","130,000","13th November, 2023"
Tabora,Tabora,"96,000","98,000","13th November, 2023"
Kagera,Bukoba,"100,000","105,000","13th November, 2023"
Mara,Musoma,"98,000","98,000","13th November, 2023"
Manyara,Manyara,"85,000","108,000","13th November, 2023"
Mbeya,Mbeya,"80,000","80,000","13th November, 2023"
Ruvuma,Songea,"62,000","68,000","13th November, 2023"
Shinyanga,Shinyanga,"110,000","120,000","13th November, 2023"
Dar es saalam,Ilala,"100,000","100,000","13th November, 2023"
Mwanza,Mwanza,"102,000","110,000","13th November, 2023"
Sumbawanga,Sumbawanga,"65,000","75,000","13th November, 2023"
Kilimanjaro,Moshi,"90,000","95,000","15th November, 2023"
Singida,Singida,"67,000","70,000","15th November, 2023"
Arusha,Arusha,"74,000","75,000","15th November, 2023"
Dodoma,Majengo,"68,000","76,000","15th November, 2023"
Morogoro,Morogoro,"75,800","78,200","15th November, 2023"
Mtwara,Mtwara Dc,"85,000","90,000","15th November, 2023"
Iringa,Iringa,"70,000","80,000","15th November, 2023"
Tanga,Tanga,"130,000","130,000","15th November, 2023"
Tabora,Tabora,"96,000","98,000","15th November, 2023"
Kagera,Bukoba,"100,000","105,000","15th November, 2023"
Mara,Musoma,"98,000","98,000","15th November, 2023"
Manyara,Manyara,"85,000","108,000","15th November, 2023"
Mbeya,Mbeya,~'//k,"80,000","15th November, 2023"
Ruvuma,Songea,"62,000","68,000","15th November, 2023"
Shinyanga,Shinyanga,"110,000","120,000","15th November, 2023"
Dar es saalam,Ilala,"100,000","100,000","15th November, 2023"
Mwanza,Mwanza,"110,000","110,000","15th November, 2023"
Sumbawanga,Sumbawanga,"65,000","75,000","15th November, 2023"
Kilimanjaro,Moshi,"90,000","95,000","17th November, 2023"
Singida,Singida,"67,000","70,000","17th November, 2023"
Arusha,Arusha,"75,000","75,000","17th November, 2023"
Dodoma,Majengo,"68,000","75,000","17th November, 2023"
Morogoro,Morogoro,"75,800","78,200","17th November, 2023"
Mtwara,Mtwara Dc,"85,000","90,000","17th November, 2023"
Iringa,Iringa,"70,000","80,000","17th November, 2023"
Tanga,Tanga,"130,000","130,000","17th November, 2023"
Tabora,Tabora,"96,000","98,000","17th November, 2023"
Kagera,Bukoba,"100,000","105,000","17th November, 2023"
Mara,Musoma,"98,000","98,000","17th November, 2023"
Manyara,Manyara,"85,000","108,000","17th November, 2023"
Mbeya,Mbeya,"80,000","80,000","17th November, 2023"
Ruvuma,Songea,"62,000","68,000","17th November, 2023"
Shinyanga,Shinyanga,"110,000","120,000","17th November, 2023"
Dar es saalam,Ilala,"100,000","100,000","17th November, 2023"
Mwanza,Mwanza,"105,000","110,000","17th November, 2023"
Sumbawanga,Sumbawanga,"65,000","75,000","17th November, 2023"
Kilimanjaro,Moshi,"90,000","95,000","20th November, 2023"
Singida,Singida,"65,000","70,000","20th November, 2023"
Arusha,Arusha,"71,000","72,000","20th November, 2023"
Dodoma,Majengo,"65,000","72,000","20th November, 2023"
Morogoro,Morogoro,"75,800","78,200","20th November, 2023"
Mtwara,Mtwara Dc,"75,000","90,000","20th November, 2023"
Iringa,Iringa,"70,000","80,000","20th November, 2023"
Tanga,Tanga,"140,000","140,000","20th November, 2023"
Tabora,Tabora,"96,000","98,000","20th November, 2023"
Kagera,Bukoba,"100,000","105,000","20th November, 2023"
Mara,Musoma,"98,000","98,000","20th November, 2023"
Manyara,Manyara,"85,000","108,000","20th November, 2023"
Mbeya,Mbeya,"80,000","80,000","20th November, 2023"
Ruvuma,Songea,"62,000","68,000","20th November, 2023"
Shinyanga,Shinyanga,"110,000","120,000","20th November, 2023"
Dar es saalam,Ilala,"100,000","100,000","20th November, 2023"
Mwanza,Mwanza,"105,000","110,000","20th November, 2023"
Sumbawanga,Sumbawanga,"65,000","75,000","20th November, 2023"
Kilimanjaro,Moshi,"90,000","95,000","22th November, 2023"
Singida,Singida,"65,000","70,000","22th November, 2023"
Arusha,Arusha,"71,000","72,000","22th November, 2023"
Dodoma,Majengo,"65,000","72,000","22th November, 2023"
Morogoro,Morogoro,"75,800","78,200","22th November, 2023"
Mtwara,Mtwara Dc,"75,000","90,000","22th November, 2023"
Iringa,Iringa,"70,000","80,000","22th November, 2023"
Tanga,Tanga,"140,000","140,000","22th November, 2023"
Tabora,Tabora,"96,000","98,000","22th November, 2023"
Kagera,Bukoba,"100,000","105,000","22th November, 2023"
Mara,Musoma,"98,000","98,000","22th November, 2023"
Manyara,Manyara,"80,000","102,000","22th November, 2023"
Mbeya,Mbeya,"80,000","80,000","22th November, 2023"
Ruvuma,Songea,"57,000","60,000","22th November, 2023"
Shinyanga,Shinyanga,"110,000","120,000","22th November, 2023"
Dar es saalam,Ilala,"100,000","100,000","22th November, 2023"
Mwanza,Mwanza,"105,000","110,000","22th November, 2023"
Sumbawanga,Sumbawanga,"65,000","75,000","22th November, 2023"
Kilimanjaro,Moshi,"90,000","95,000","24th November, 2023"
Singida,Singida,"65,000","70,000","24th November, 2023"
Arusha,Arusha,"71,000","72,000","24th November, 2023"
Dodoma,Majengo,"65,000","72,000","24th November, 2023"
Morogoro,Morogoro,"75,800","78,000","24th November, 2023"
Mtwara,Mtwara Dc,"75,000","90,000","24th November, 2023"
Iringa,Iringa,"70,000","80,000","24th November, 2023"
Tanga,Tanga,"100,000","100,000","24th November, 2023"
Tabora,Tabora,"96,000","98,000","24th November, 2023"
Kagera,Bukoba,"100,000","105,000","24th November, 2023"
Mara,Musoma,"95,000","95,000","24th November, 2023"
Manyara,Manyara,"80,000","102,000","24th November, 2023"
Mbeya,Mbeya,"80,000","80,000","24th November, 2023"
Ruvuma,Songea,"57,000","60,000","24th November, 2023"
Shinyanga,Shinyanga,"110,000","120,000","24th November, 2023"
Dar es saalam,Ilala,"100,000","100,000","24th November, 2023"
Mwanza,Mwanza,"105,000","110,000","24th November, 2023"
Sumbawanga,Sumbawanga,"65,000","75,000","24th November, 2023"
Kilimanjaro,Moshi,"90,000","95,000","27th November, 2023"
Singida,Singida,"65,000","70,000","27th November, 2023"
Arusha,Arusha,"70,000","71,500","27th November, 2023"
Dodoma,Majengo,"67,000","72,000","27th November, 2023"
Morogoro,Morogoro,"75,800","78,000","27th November, 2023"
Mtwara,Mtwara Dc,"75,000","90,000","27th November, 2023"
Iringa,Iringa,"70,000","80,000","27th November, 2023"
Tanga,Tanga,"100,000","100,000","27th November, 2023"
Tabora,Tabora,"96,000","98,000","27th November, 2023"
Kagera,Bukoba,"100,000","105,000","27th November, 2023"
Mara,Musoma,"90,000","90,000","27th November, 2023"
Manyara,Manyara,"80,000","102,000","27th November, 2023"
Mbeya,Mbeya,"80,000","80,000","27th November, 2023"
Ruvuma,Songea,"57,000","62,000","27th November, 2023"
Shinyanga,Shinyanga,"110,000","120,000","27th November, 2023"
Dar es saalam,Ilala,"100,000","100,000","27th November, 2023"
Mwanza,Mwanza,"105,000","110,000","27th November, 2023"
Sumbawanga,Sumbawanga,"65,000","75,000","27th November, 2023"
Kilimanjaro,Moshi,"90,000","95,000","29th November, 2023"
Singida,Singida,"65,000","70,000","29th November, 2023"
Arusha,Arusha,"70,000","71,500","29th November, 2023"
Dodoma,Majengo,"67,000","72,000","29th November, 2023"
Morogoro,Morogoro,"75,800","78,000","29th November, 2023"
Mtwara,Mtwara Dc,"75,000","90,000","29th November, 2023"
Iringa,Iringa,"70,000","80,000","29th November, 2023"
Tanga,Tanga,"100,000","100,000","29th November, 2023"
Tabora,Tabora,"96,000","98,000","29th November, 2023"
Kagera,Bukoba,"100,000","105,000","29th November, 2023"
Mara,Musoma,"90,000","90,000","29th November, 2023"
Manyara,Manyara,"80,000","102,000","29th November, 2023"
Mbeya,Mbeya,"80,000","80,000","29th November, 2023"
Ruvuma,Songea,"57,000","62,000","29th November, 2023"
Shinyanga,Shinyanga,"110,000","120,000","29th November, 2023"
Dar es saalam,Ilala,"100,000","100,000","29th November, 2023"
Mwanza,Mwanza,"105,000","110,000","29th November, 2023"
Rukwa,Sumbawanga,"65,000","75,000","29th November, 2023"
Kilimanjaro,Moshi,"90,000","95,000","01st December, 2023"
Singida,Singida,"65,000","70,000","01st December, 2023"
Arusha,Arusha,"70,000","71,500","01st December, 2023"
Dodoma,Majengo,"67,000","72,000","01st December, 2023"
Morogoro,Morogoro,"75,800","78,200","01st December, 2023"
Mtwara,Mtwara Dc,"75,000","85,000","01st December, 2023"
Iringa,Iringa,"70,000","80,000","01st December, 2023"
Tanga,Tanga,"100,000","100,000","01st December, 2023"
Tabora,Tabora,"96,000","98,000","01st December, 2023"
Kagera,Bukoba,"100,000","105,000","01st December, 2023"
Mara,Musoma,"90,000","90,000","01st December, 2023"
Manyara,Manyara,"80,000","102,000","01st December, 2023"
Mbeya,Mbeya,"80,000","80,000","01st December, 2023"
Ruvuma,Songea,"57,000","62,000","01st December, 2023"
Shinyanga,Shinyanga,"110,000","120,000","01st December, 2023"
Dar es saalam,Ilala,"100,000","100,000","01st December, 2023"
Mwanza,Mwanza,"105,000","110,000","01st December, 2023"
Rukwa,Sumbawanga,"65,000","75,000","01st December, 2023"
Kilimanjaro,Moshi,"90,000","95,000","04th December, 2023"
Singida,Singida,"65,000","70,000","04th December, 2023"
Arusha,Arusha,"73,000","75,000","04th December, 2023"
Dodoma,Majengo,"67,000","72,000","04th December, 2023"
Morogoro,Morogoro,"75,800","78,200","04th December, 2023"
Mtwara,Mtwara Dc,"75,000","85,000","04th December, 2023"
Iringa,Iringa,"70,000","80,000","04th December, 2023"
Tanga,Tanga,"73,000","75,000","04th December, 2023"
Tabora,Tabora,"96,000","98,000","04th December, 2023"
Kagera,Bukoba,"90,000","95,000","04th December, 2023"
